,id,labels_old,labels
775,776,"[2.3690741e-15 2.7475541e-16 1.8100548e-15 ... 2.1651291e-15 3.2003772e-12
 1.5591620e-16]",0
776,777,"[9.3512276e-15 3.2129279e-15 2.0171837e-14 ... 1.0205918e-13 1.7500166e-19
 4.2785659e-13]",0
777,778,"[2.13574597e-14 1.09595696e-13 5.80650098e-14 ... 2.55190812e-12
 9.99999762e-01 6.75916834e-15]",0
778,779,"[3.9438824e-15 9.3615545e-13 4.4565958e-14 ... 1.0048843e-13 7.8072113e-19
 4.5931596e-12]",0
779,780,"[1.3840587e-14 4.1275539e-14 2.2259659e-13 ... 4.9000891e-13 3.4068721e-17
 5.7962634e-15]",0
780,781,"[7.3403689e-15 4.8618670e-12 8.9528957e-14 ... 2.9143961e-14 2.3133020e-16
 1.9714272e-13]",0
781,782,"[2.7636699e-05 7.5823809e-05 6.9731163e-05 ... 5.2138887e-07 3.6453181e-03
 4.0379786e-05]",0
782,783,"[8.4115655e-16 4.0964035e-17 2.6000733e-15 ... 1.6656640e-14 2.0318955e-15
 1.3425662e-14]",0
783,784,"[7.3729169e-09 3.0873198e-07 2.8456357e-10 ... 2.8706690e-10 5.1498357e-09
 2.9025170e-08]",0
784,785,"[4.1335655e-14 2.6378108e-12 2.0972229e-11 ... 3.1450307e-09 1.4293949e-13
 1.4784857e-14]",0
785,786,"[1.1282706e-14 5.2347289e-12 1.9761803e-11 ... 1.0000000e+00 6.8098378e-17
 9.8524880e-14]",0
786,787,"[2.9882826e-13 2.2111132e-13 1.2991580e-12 ... 8.1267952e-12 3.3883641e-17
 4.3498022e-12]",0
787,788,"[2.9402079e-14 3.4978692e-10 4.7189769e-11 ... 1.2494126e-11 1.7549523e-17
 7.4383321e-12]",0
788,789,"[9.4455922e-15 1.0996409e-12 2.3525551e-17 ... 2.4223796e-15 1.0674257e-16
 6.7228603e-15]",0
789,790,"[1.6367609e-09 4.0131735e-11 2.6680230e-10 ... 4.9433350e-11 2.1232517e-12
 1.2499073e-10]",0
790,791,"[9.4276512e-18 7.9522227e-16 1.0633772e-17 ... 4.1231496e-17 4.0449413e-18
 6.2301120e-17]",0
791,792,"[4.1451198e-08 1.2775469e-07 4.0353768e-07 ... 7.6990958e-08 1.4914578e-10
 2.8350794e-08]",0
792,793,"[9.5406877e-15 3.2952439e-11 1.8643483e-11 ... 4.5854715e-13 4.1419386e-18
 1.9313872e-13]",0
793,794,"[5.6934177e-16 7.8313543e-16 5.0546272e-15 ... 4.2186896e-17 2.2643838e-15
 4.9581831e-16]",0
794,795,"[2.6966987e-13 1.4526595e-11 1.0394182e-13 ... 5.0864429e-16 1.5684083e-16
 6.9229935e-16]",0
795,796,"[2.6436986e-16 3.1534391e-17 1.1333219e-14 ... 3.4810219e-15 1.9848646e-15
 1.2508890e-14]",0
796,797,"[8.21453322e-12 1.11408365e-11 1.42538594e-11 ... 4.93158303e-13
 2.32500755e-11 1.16647393e-12]",0
797,798,"[1.3332157e-15 1.9148486e-16 3.3492259e-14 ... 1.0765536e-15 8.0742831e-15
 1.3825444e-14]",0
798,799,"[8.2421125e-15 2.0245165e-13 8.4617285e-11 ... 7.2888480e-11 1.8868342e-20
 5.5021010e-18]",0
799,800,"[9.8705774e-15 2.1368712e-14 1.7749985e-14 ... 7.6479686e-13 1.4865545e-16
 7.2004805e-15]",0
800,801,"[2.6967149e-16 7.0375931e-17 2.6991028e-16 ... 1.5483266e-17 1.5433916e-16
 1.4045758e-18]",0
801,802,"[3.3243886e-16 1.1624306e-14 4.5786328e-15 ... 1.4258529e-16 4.0012339e-18
 2.6842347e-16]",0
802,803,"[6.2926375e-09 3.6421878e-07 1.6511265e-08 ... 2.0651416e-09 1.4135823e-08
 6.9192579e-10]",0
803,804,"[3.5203055e-07 1.5054393e-08 8.5282488e-07 ... 7.9114516e-06 1.0071162e-06
 1.1087560e-06]",0
804,805,"[4.6585863e-14 4.0422696e-12 7.2856434e-13 ... 3.5639292e-13 1.9598574e-13
 1.6803233e-14]",0
805,806,"[2.8860130e-14 7.2794236e-12 2.2950386e-11 ... 1.2332413e-12 4.3653737e-18
 6.1973365e-15]",0
806,807,"[2.1770946e-08 2.0491332e-06 2.6569494e-06 ... 4.7311563e-08 4.6938989e-12
 6.6862865e-10]",0
807,808,"[3.6662120e-17 6.8466757e-15 5.8343087e-15 ... 1.7686250e-14 8.2087734e-19
 4.3189478e-13]",0
808,809,"[1.2117420e-14 6.8870453e-14 1.4496957e-14 ... 2.8006633e-14 8.7670835e-17
 2.8215563e-15]",0
809,810,"[9.0647984e-16 1.8033873e-18 1.4821604e-16 ... 9.5622482e-17 3.0939965e-14
 1.2650114e-14]",0
810,811,"[1.2062539e-14 1.4884925e-12 1.0160321e-12 ... 3.1920801e-12 8.0080652e-13
 3.9058407e-14]",0
811,812,"[1.1642006e-15 2.1501984e-15 2.9842186e-15 ... 1.1654931e-16 3.8833438e-16
 2.1880714e-14]",0
812,813,"[6.3596610e-16 3.0415005e-14 6.4977917e-14 ... 2.9857475e-13 2.7154663e-20
 2.1954361e-15]",0
813,814,"[1.02763494e-07 1.43536460e-09 1.89050024e-06 ... 5.71589531e-09
 3.18672555e-09 2.82536973e-07]",0
814,815,"[5.0171889e-14 1.4452633e-12 9.0638440e-13 ... 5.8875029e-13 2.5886586e-18
 7.6273786e-11]",0
815,816,"[2.62912716e-15 5.37126554e-17 7.77150347e-17 ... 1.10359896e-13
 2.96488880e-19 1.27753906e-12]",0
816,817,"[2.4605980e-14 4.9484475e-14 3.0248287e-13 ... 1.0669434e-12 3.0054352e-14
 3.8022564e-14]",0
817,818,"[1.3850768e-13 3.3754060e-14 1.7478933e-11 ... 1.3761297e-12 3.7892176e-15
 8.6637971e-12]",0
818,819,"[5.0560514e-16 4.3820935e-17 1.5839223e-14 ... 3.9408878e-16 1.1196996e-14
 1.2328025e-14]",0
819,820,"[2.3690741e-15 2.7475541e-16 1.8100548e-15 ... 2.1651291e-15 3.2003772e-12
 1.5591620e-16]",0
820,821,"[2.0371442e-13 1.2107250e-15 6.1063492e-13 ... 4.0716657e-16 9.0207566e-14
 7.5093293e-14]",0
821,822,"[1.2803479e-14 1.7244747e-10 6.5641806e-12 ... 1.4216784e-13 1.1268672e-16
 4.8741013e-13]",0
822,823,"[2.2590720e-08 1.3605088e-08 1.9075506e-08 ... 6.1229294e-10 5.3450390e-06
 1.1725003e-09]",0
823,824,"[3.8880260e-13 6.9759303e-13 5.1614017e-12 ... 4.2360091e-13 3.3739619e-14
 2.9946217e-13]",0
824,825,"[7.3045554e-16 1.8634470e-13 4.7560588e-12 ... 2.4677825e-12 8.8578821e-17
 3.0770931e-11]",0
825,826,"[8.7440446e-07 4.7217320e-08 3.7325590e-06 ... 7.7440056e-08 5.0631174e-05
 8.4510236e-07]",0
826,827,"[6.0138183e-12 7.7581231e-12 3.6946024e-13 ... 2.6504202e-12 2.7544664e-12
 3.8588841e-12]",0
827,828,"[1.3658431e-14 7.2745724e-14 1.2483572e-15 ... 2.9848549e-16 1.3993683e-16
 4.7382215e-12]",0
828,829,"[8.7361784e-15 3.9447143e-13 1.7821429e-14 ... 4.0298826e-16 1.1249423e-10
 2.2208178e-13]",0
829,830,"[4.3403248e-10 7.2465417e-10 3.2987362e-09 ... 4.8039445e-10 1.4093977e-05
 2.1322985e-10]",0
830,831,"[2.5891661e-15 9.6241726e-16 3.6802650e-14 ... 2.3268442e-15 3.0300774e-17
 1.4839241e-14]",0
831,832,"[2.2857604e-14 1.3425252e-14 9.7990810e-13 ... 2.2549537e-15 1.3598364e-17
 3.3191714e-14]",0
832,833,"[1.7657590e-15 5.3558469e-14 5.0069883e-14 ... 5.1600190e-14 1.0408112e-16
 2.1111744e-14]",0
833,834,"[3.8861855e-14 3.8127959e-13 3.9344049e-13 ... 3.9478810e-14 3.4351583e-21
 4.7023458e-11]",0
834,835,"[1.5851894e-13 4.2385088e-12 2.2248973e-12 ... 2.2573301e-14 5.4515633e-14
 1.0363982e-11]",0
835,836,"[2.6663753e-16 8.4355606e-18 9.1777363e-17 ... 2.3275266e-16 1.7620825e-14
 1.8956407e-15]",0
836,837,"[2.7630969e-14 5.5787514e-12 9.6902748e-13 ... 2.6695995e-10 7.2001156e-17
 2.6374671e-13]",0
837,838,"[6.9579146e-16 3.3390954e-15 2.9491252e-15 ... 1.4552397e-17 4.1143352e-17
 2.0288042e-16]",0
838,839,"[1.0079108e-11 1.2480632e-10 6.5794119e-12 ... 2.3981178e-10 3.0358482e-08
 7.9837309e-12]",0
839,840,"[4.9163810e-07 5.8951382e-06 2.2552571e-04 ... 7.3384654e-06 4.7395450e-05
 3.8198363e-07]",0
840,841,"[4.8142253e-15 3.2717410e-14 2.7244925e-13 ... 2.4969922e-11 1.4897205e-18
 2.0855014e-13]",0
841,842,"[6.7863482e-08 1.1102275e-07 2.1182881e-08 ... 2.9398121e-05 1.8892016e-11
 1.0614086e-08]",0
842,843,"[3.4494126e-17 5.6350649e-13 4.7356194e-12 ... 4.4871740e-14 6.3194280e-21
 1.9822172e-14]",0
843,844,"[5.1092126e-08 1.2370712e-06 1.3310236e-07 ... 1.9618234e-07 2.6703832e-09
 3.6747324e-06]",0
844,845,"[6.4068302e-15 1.1985669e-13 2.4547526e-14 ... 2.2300445e-14 2.8560592e-14
 1.2405392e-14]",0
845,846,"[2.6806619e-09 2.8215183e-07 3.3588694e-08 ... 2.8008042e-08 1.1284001e-07
 3.7574330e-07]",0
846,847,"[2.8856568e-09 1.8988056e-09 4.9494031e-09 ... 1.5829663e-12 2.7799414e-12
 2.9006000e-09]",0
847,848,"[3.3008055e-18 6.2772954e-18 3.1904496e-19 ... 4.5393371e-19 5.0454035e-21
 1.3576950e-18]",0
848,849,"[3.1115954e-15 6.0256498e-13 4.7243347e-15 ... 9.1079564e-15 1.5361704e-19
 4.1252775e-15]",0
849,850,"[9.2231258e-15 1.1188414e-14 1.4957596e-14 ... 1.2396700e-12 1.6385060e-17
 1.2153589e-12]",0
850,851,"[1.3656138e-14 1.2266759e-14 8.1784049e-16 ... 1.7290169e-17 4.9801175e-15
 1.3780603e-11]",0
851,852,"[3.7330536e-10 2.0961993e-10 2.3913790e-10 ... 1.1715635e-09 3.1549379e-12
 3.1190653e-10]",0
852,853,"[1.8423852e-15 3.4137677e-13 1.8370858e-12 ... 5.7672529e-14 1.0651062e-18
 5.7733610e-14]",0
853,854,"[6.7959571e-16 2.1310719e-17 1.3030672e-15 ... 2.4717509e-14 1.9466223e-15
 3.2932014e-15]",0
854,855,"[5.3839871e-16 3.6471574e-17 3.2914023e-17 ... 2.8275876e-17 5.5603560e-11
 1.4758478e-15]",0
855,856,"[3.1620551e-15 7.3158325e-13 1.0568589e-12 ... 4.4385865e-14 1.5742218e-17
 1.2017838e-12]",0
856,857,"[2.2478425e-15 8.2402509e-13 3.7532347e-12 ... 2.5656555e-13 3.0018865e-12
 1.5078664e-12]",0
857,858,"[1.5723217e-14 2.4951818e-12 1.4243336e-12 ... 4.9979692e-15 2.4730675e-17
 8.1359425e-13]",0
858,859,"[8.9107624e-07 1.5912421e-05 4.2747946e-05 ... 3.9053721e-06 2.9626610e-06
 3.5587837e-07]",0
859,860,"[2.7971969e-15 1.1841232e-15 2.2840445e-13 ... 4.8095420e-16 2.1868092e-16
 2.1243122e-12]",0
860,861,"[3.93934144e-15 1.36674475e-14 5.81489202e-14 ... 1.23746702e-14
 8.05610393e-14 7.39608570e-13]",0
861,862,"[1.2069212e-14 2.0612753e-13 4.3641333e-14 ... 2.5720118e-12 2.8258004e-15
 7.1466341e-13]",0
862,863,"[1.4717108e-14 4.7462235e-13 9.3176877e-15 ... 3.2654147e-13 4.6605722e-16
 1.2642429e-09]",0
863,864,"[3.1273748e-15 1.9822078e-12 1.4502025e-13 ... 2.5481794e-11 3.9976507e-17
 1.7199734e-15]",0
864,865,"[3.77313712e-16 8.92459959e-16 1.38195086e-14 ... 5.93688106e-17
 1.27947728e-16 2.10955657e-17]",0
865,866,"[4.2509221e-15 2.9920626e-14 1.1471635e-12 ... 3.8393960e-13 1.9149919e-19
 5.1787821e-14]",0
866,867,"[4.1192901e-13 5.0619287e-12 2.9413971e-10 ... 1.0118740e-12 3.6507243e-15
 6.3858277e-13]",0
867,868,"[5.6696231e-15 3.2043729e-15 8.3490211e-12 ... 9.4345165e-12 2.2981547e-17
 8.0762974e-12]",0
868,869,"[1.2440555e-14 2.1832118e-13 4.4686826e-14 ... 3.2472126e-12 3.2827535e-15
 7.5072283e-13]",0
869,870,"[7.8255013e-16 1.0704391e-16 7.5249679e-15 ... 2.2307677e-14 4.1395862e-10
 2.1698370e-12]",0
870,871,"[7.8255013e-16 1.0704391e-16 7.5249679e-15 ... 2.2307677e-14 4.1395862e-10
 2.1698370e-12]",0
871,872,"[3.5824492e-15 6.7358204e-16 9.8693779e-14 ... 2.8734539e-16 7.5014993e-14
 6.7521570e-16]",0
872,873,"[4.2922081e-17 1.9121386e-18 1.3239491e-18 ... 1.2510786e-16 3.5835026e-11
 1.5206407e-16]",0
873,874,"[1.90415548e-16 2.68839660e-15 1.03671784e-16 ... 4.59693621e-16
 2.87257559e-17 4.51914630e-16]",0
874,875,"[2.1250273e-14 7.0074736e-12 1.5443135e-12 ... 7.5310869e-11 1.3193480e-15
 4.8306262e-11]",0
875,876,"[4.9974732e-15 2.3776003e-13 6.8003112e-13 ... 8.4656064e-14 2.6141534e-17
 1.2552132e-13]",0
876,877,"[1.5095050e-14 3.4735704e-13 2.1208659e-13 ... 3.1366630e-12 4.7490760e-13
 1.1915965e-13]",0
877,878,"[8.2491543e-16 2.3376805e-15 1.6495659e-13 ... 1.3938123e-15 1.6220049e-20
 1.7969633e-14]",0
878,879,"[3.6503745e-16 3.0107654e-14 2.8315193e-15 ... 1.4379957e-16 2.2812111e-16
 1.2078061e-13]",0
879,880,"[4.0938083e-18 1.2780476e-17 9.6738161e-18 ... 2.7541533e-17 6.2585259e-18
 8.9492067e-18]",0
880,881,"[3.8101934e-14 2.1678536e-15 8.4277398e-13 ... 1.1474234e-14 6.9253510e-19
 9.4913084e-11]",0
881,882,"[2.1774206e-15 4.0752885e-15 1.8029782e-14 ... 8.0620601e-16 1.6742113e-16
 1.3089830e-12]",0
882,883,"[1.2986061e-15 3.8817331e-14 2.0726926e-13 ... 2.6736810e-14 2.4299142e-14
 3.7655355e-14]",0
883,884,"[3.2892716e-15 2.0339837e-13 1.7690491e-15 ... 3.4995954e-15 7.1539640e-15
 9.8205981e-13]",0
884,885,"[1.06846114e-08 1.35749785e-08 7.73553552e-07 ... 2.22864145e-07
 5.78457832e-01 1.40070693e-08]",0
885,886,"[6.8615585e-10 8.2307723e-11 4.8181996e-09 ... 4.1499684e-09 1.9845008e-06
 3.4636588e-10]",0
886,887,"[5.9959011e-16 2.1411458e-15 7.3653565e-16 ... 1.0578915e-12 2.6154700e-17
 9.0286916e-14]",0
887,888,"[4.4419801e-15 1.3073754e-13 4.3340859e-15 ... 7.0616614e-17 2.9450253e-09
 9.5410387e-14]",0
888,889,"[5.3822679e-14 2.2068939e-11 8.2947326e-13 ... 1.3616358e-12 1.0460191e-13
 2.4939908e-13]",0
889,890,"[2.5833119e-18 1.0319510e-17 3.3777080e-15 ... 2.1844590e-15 4.6405716e-19
 1.9605347e-16]",0
890,891,"[8.5829721e-15 1.5056282e-15 5.7924870e-14 ... 3.8762544e-16 2.6900585e-15
 4.0665784e-14]",0
891,892,"[9.4078208e-14 6.4267618e-13 5.6364413e-13 ... 7.6712013e-12 1.2309779e-16
 4.6474153e-13]",0
892,893,"[3.5991176e-16 5.9189361e-14 5.8179288e-15 ... 9.6089162e-15 1.2606649e-16
 2.5234636e-15]",0
893,894,"[4.2282983e-14 3.7111625e-13 7.6754268e-17 ... 1.9565630e-13 1.3211914e-15
 5.3976887e-14]",0
894,895,"[1.47766179e-15 7.05986376e-15 3.83879560e-13 ... 1.07850655e-14
 9.10027635e-16 5.51707931e-13]",0
895,896,"[3.2219499e-15 1.6394150e-14 3.1930737e-15 ... 8.7509165e-16 4.7739408e-21
 8.8126528e-13]",0
896,897,"[3.7520856e-14 4.2903858e-12 7.1451521e-12 ... 1.3750526e-13 8.3878821e-17
 1.8541334e-13]",0
897,898,"[1.4770483e-14 6.6940421e-16 1.4686647e-15 ... 7.1969544e-18 1.4076998e-15
 4.4140296e-13]",0
898,899,"[1.6863594e-14 7.3749512e-14 1.1245318e-15 ... 1.5608067e-13 3.1612066e-14
 4.1190035e-15]",0
899,900,"[8.5681157e-16 2.7704813e-13 8.0685250e-15 ... 9.5184040e-15 2.7506648e-19
 3.8670445e-13]",0
900,901,"[1.8451962e-07 3.6740603e-06 8.0448962e-07 ... 1.2233612e-06 1.7625230e-07
 1.1545313e-07]",0
901,902,"[2.9475185e-14 2.9496700e-12 1.6639693e-13 ... 1.7807973e-14 4.0955464e-16
 3.8388121e-12]",0
902,903,"[1.0352324e-15 6.2914524e-14 3.3735874e-15 ... 4.1848578e-15 2.6484197e-18
 1.4245712e-14]",0
903,904,"[8.7120876e-14 1.2871538e-12 2.8238734e-10 ... 1.2782235e-09 6.5377772e-16
 1.2467386e-12]",0
904,905,"[3.7205706e-15 1.9824867e-13 7.7441553e-14 ... 5.2289458e-14 1.2900138e-17
 1.0000000e+00]",0
905,906,"[5.91773538e-13 1.26105005e-13 1.31706104e-11 ... 5.12395551e-12
 4.18630086e-17 1.99711558e-12]",0
906,907,"[1.3998962e-13 4.3765689e-11 3.6747957e-13 ... 1.1095747e-12 5.4870628e-14
 1.1173327e-12]",0
907,908,"[4.8717703e-16 1.7441965e-14 3.5091823e-14 ... 3.6652386e-14 3.8120450e-14
 1.5979277e-12]",0
908,909,"[3.3497754e-14 1.7297361e-13 9.0831832e-15 ... 2.1878585e-14 1.1220905e-13
 4.9672346e-15]",0
909,910,"[4.1638704e-15 1.0159363e-10 2.7389317e-12 ... 4.6713586e-16 3.3762379e-16
 1.6493000e-15]",0
910,911,"[2.5445846e-12 7.1185731e-12 6.5554665e-14 ... 1.3174126e-14 6.7326454e-17
 2.9226700e-13]",0
911,912,"[2.2778662e-13 6.8488437e-11 7.1071948e-10 ... 1.3308680e-11 5.8438321e-18
 3.2630001e-12]",0
912,913,"[7.80785143e-08 8.47178285e-07 4.62657482e-07 ... 1.34348745e-08
 1.35068090e-09 9.27517974e-09]",0
913,914,"[1.3441958e-14 1.6457641e-12 2.4491873e-14 ... 7.0751815e-14 3.7147933e-18
 7.3981979e-14]",0
914,915,"[1.3708503e-06 2.3859016e-06 9.2367532e-05 ... 1.1190941e-03 7.0638851e-07
 1.3546580e-05]",0
915,916,"[2.6031138e-08 2.2871212e-04 5.4802799e-06 ... 1.7413226e-06 3.1695471e-08
 1.5038071e-07]",0
916,917,"[5.4667687e-10 1.5051309e-09 5.5000648e-08 ... 2.2477144e-08 2.7131002e-06
 6.0154728e-11]",0
917,918,"[1.9220675e-13 3.3897487e-09 3.1480641e-11 ... 3.5159831e-10 1.2774104e-15
 2.2010989e-13]",0
918,919,"[3.25344423e-15 8.18831331e-13 2.13771297e-12 ... 1.18083084e-14
 5.21421769e-17 1.14712300e-14]",0
919,920,"[1.6271385e-12 5.7218516e-15 3.2267433e-12 ... 2.2570948e-15 5.4922657e-13
 2.4024980e-13]",0
920,921,"[2.0714337e-15 3.6398798e-14 5.1579199e-15 ... 3.3276638e-15 6.2086817e-19
 5.6977005e-15]",0
921,922,"[7.39879685e-11 2.50416021e-10 1.10928254e-11 ... 4.49281272e-11
 2.26647076e-10 7.25753208e-11]",0
922,923,"[3.4797998e-15 1.1513095e-14 4.9215147e-15 ... 7.9577228e-14 1.1970989e-15
 1.3058103e-13]",0
923,924,"[1.8329422e-15 7.2729163e-15 1.9717038e-14 ... 4.1014576e-15 1.9681624e-16
 2.2798459e-15]",0
924,925,"[2.1792904e-15 8.0020405e-15 1.9292378e-12 ... 5.6703618e-14 2.0439483e-12
 2.6248222e-12]",0
925,926,"[1.3175977e-14 5.8923047e-14 4.4670463e-13 ... 5.4744646e-17 2.4551739e-13
 2.5240894e-14]",0
926,927,"[3.9942343e-14 2.4531124e-12 4.1849944e-11 ... 6.0724348e-13 1.0438182e-14
 1.4944664e-12]",0
927,928,"[4.8305503e-07 1.2733198e-05 2.1083006e-06 ... 1.2832569e-06 1.0161058e-07
 5.7160150e-08]",0
928,929,"[6.6803214e-15 3.2578049e-14 1.7485542e-13 ... 9.7798034e-11 1.7178792e-14
 3.9135253e-12]",0
929,930,"[1.0018790e-14 1.1251643e-12 1.2048053e-14 ... 9.7413072e-14 2.3956143e-12
 2.2688997e-13]",0
930,931,"[4.0318069e-15 2.9421891e-17 3.7702461e-16 ... 2.7016367e-16 1.6305639e-15
 9.7018117e-14]",0
931,932,"[1.1770576e-14 1.9997190e-11 2.5378807e-12 ... 2.8532853e-12 9.0223991e-16
 9.2381259e-15]",0
932,933,"[7.8838430e-15 3.5332529e-14 7.9911206e-15 ... 7.2715068e-14 9.0733965e-12
 1.2816752e-13]",0
933,934,"[7.5663886e-15 6.4969824e-15 1.1357580e-15 ... 2.0939071e-17 1.9977497e-13
 9.8190103e-16]",0
934,935,"[4.74087390e-14 3.87806670e-12 3.33436091e-11 ... 1.32944355e-13
 3.03604766e-17 1.41626155e-11]",0
935,936,"[5.2601123e-15 4.3441620e-17 5.3506134e-16 ... 2.2870927e-16 1.0368160e-10
 1.0555424e-14]",0
936,937,"[1.23143418e-15 1.56561396e-12 2.05273103e-12 ... 4.20353144e-14
 1.95825014e-21 1.12514876e-13]",0
937,938,"[4.1599994e-13 9.9281408e-12 5.5348792e-13 ... 5.6980580e-11 1.1783948e-16
 1.2356794e-13]",0
938,939,"[2.6850160e-14 2.9348373e-16 1.1969873e-11 ... 1.4794038e-16 2.2871084e-10
 4.2287480e-15]",0
939,940,"[9.0184047e-15 1.2302874e-15 2.0094717e-14 ... 3.5777346e-15 1.0540712e-17
 6.5203230e-13]",0
940,941,"[3.1031644e-13 7.1085705e-16 5.5990928e-15 ... 1.4965669e-14 2.1428316e-16
 3.3829385e-14]",0
941,942,"[2.3101108e-15 8.3234499e-13 9.9843009e-15 ... 9.1510365e-15 7.7958629e-14
 3.6302100e-13]",0
942,943,"[1.2930506e-14 9.3214917e-15 6.0145025e-16 ... 7.2353348e-16 3.8420565e-16
 5.2812670e-14]",0
943,944,"[3.9090579e-15 5.4858868e-15 7.1610968e-13 ... 4.8971179e-13 4.1178341e-18
 3.4354057e-14]",0
944,945,"[1.7612248e-15 5.9844990e-16 1.6561349e-14 ... 8.8889557e-17 6.6935347e-15
 7.0604563e-15]",0
945,946,"[4.8515017e-13 1.2899629e-10 2.4006037e-14 ... 9.0986832e-13 8.4484621e-11
 2.1451513e-13]",0
946,947,"[1.0760846e-11 9.5779308e-11 2.8154970e-10 ... 4.0975844e-11 8.7233797e-12
 3.0391800e-09]",0
947,948,"[3.01445440e-14 1.38473760e-10 1.25499194e-11 ... 1.90338587e-12
 1.25941104e-15 9.77234006e-12]",0
948,949,"[2.6053939e-16 6.4825464e-16 4.9040812e-17 ... 3.4345999e-18 9.3786982e-16
 3.0374492e-17]",0
949,950,"[1.6357355e-14 3.4573757e-13 2.6051774e-14 ... 4.4072337e-12 3.9328507e-17
 8.0079303e-12]",0
950,951,"[2.4608175e-15 2.2895653e-14 6.3184413e-13 ... 2.8434611e-13 6.4668141e-12
 6.8709826e-15]",0
951,952,"[2.4555627e-14 9.6965437e-13 1.8688466e-13 ... 3.3579799e-12 3.4411343e-16
 5.0479581e-12]",0
952,953,"[9.7777354e-07 2.7875699e-06 9.6348288e-08 ... 1.8577501e-07 3.3747228e-06
 1.3113079e-07]",0
953,954,"[1.7172205e-08 3.7525095e-07 3.6495148e-08 ... 8.7945125e-08 2.3789908e-05
 4.1214960e-08]",0
954,955,"[7.0889826e-15 9.3392879e-15 2.2376188e-15 ... 5.8381991e-17 3.2798637e-14
 5.0057757e-14]",0
955,956,"[6.0636638e-16 8.2507726e-13 4.5323868e-13 ... 1.2385910e-14 3.6738475e-14
 5.7294103e-16]",0
956,957,"[2.1911859e-15 1.7223493e-16 3.2690479e-13 ... 2.3528639e-14 9.0237253e-12
 1.2793624e-13]",0
957,958,"[2.1843643e-14 1.4122173e-12 5.7922802e-13 ... 1.3665825e-15 2.3869161e-16
 1.7524725e-11]",0
958,959,"[4.2209477e-15 8.2663986e-13 8.6697183e-14 ... 5.7694199e-14 8.8842621e-13
 1.4639948e-14]",0
959,960,"[1.3456708e-14 7.7034509e-14 3.7271283e-14 ... 4.7284681e-13 1.2807429e-15
 1.5631940e-12]",0
960,961,"[1.6220992e-18 7.3229581e-19 8.3206305e-19 ... 4.1981066e-18 1.7557377e-11
 1.9250637e-18]",0
961,962,"[1.0680785e-14 2.8935247e-11 6.7543388e-11 ... 2.4684369e-12 1.1147118e-13
 1.8435199e-12]",0
962,963,"[9.4662217e-15 5.1243905e-12 1.8708869e-12 ... 4.7135668e-12 6.1006015e-15
 1.8771779e-12]",0
963,964,"[8.2935850e-15 1.4494863e-13 3.1506168e-15 ... 4.2156760e-12 2.7345884e-16
 8.6136398e-15]",0
964,965,"[1.9642984e-14 3.2626942e-13 9.1373320e-14 ... 7.5385885e-11 4.8790398e-17
 1.4309907e-13]",0
965,966,"[5.83973895e-16 7.54035289e-12 1.08113215e-11 ... 1.14262969e-13
 2.22538531e-16 8.92710558e-12]",0
966,967,"[3.1105853e-16 9.9206186e-14 1.2929107e-13 ... 7.0029039e-12 3.0866360e-17
 3.3032198e-13]",0
967,968,"[2.1564424e-14 4.7478573e-15 2.5273750e-15 ... 9.9473813e-16 2.1915036e-15
 1.8730912e-15]",0
968,969,"[5.3478166e-10 1.2464345e-07 3.4408679e-08 ... 4.9827760e-09 3.9169978e-09
 2.9814526e-09]",0
969,970,"[3.6821115e-14 1.2998489e-13 2.5467304e-12 ... 8.9491446e-13 1.5826236e-14
 1.4645122e-13]",0
970,971,"[2.7003770e-18 1.9184284e-19 1.9205527e-18 ... 1.4441470e-16 3.9014119e-17
 3.8591504e-18]",0
971,972,"[6.5809058e-07 1.7851136e-07 4.3220786e-07 ... 1.1399215e-07 1.0033521e-05
 1.3758493e-08]",0
972,973,"[1.2604829e-15 1.5392907e-12 4.7942905e-13 ... 3.6623056e-13 5.7721542e-20
 1.7674050e-13]",0
973,974,"[3.3661316e-15 4.4477304e-14 3.1378280e-13 ... 1.4166539e-14 1.5697074e-12
 4.2723938e-13]",0
974,975,"[2.5254088e-15 1.0614103e-12 3.6528299e-14 ... 7.4310150e-12 5.1524506e-16
 7.9675951e-14]",0
975,976,"[2.9161678e-15 9.3921500e-14 2.6665367e-13 ... 1.0948988e-11 7.9216983e-17
 5.7177997e-14]",0
976,977,"[3.9410297e-10 2.4922997e-09 6.8090047e-11 ... 7.6514392e-11 4.1004746e-06
 2.7115457e-08]",0
977,978,"[5.5424076e-15 2.6419847e-16 5.6733044e-14 ... 3.1215108e-15 2.1143470e-13
 1.0748851e-12]",0
978,979,"[6.2590625e-14 1.3105451e-14 6.1882635e-15 ... 1.9726133e-15 4.0898490e-15
 4.3046900e-15]",0
979,980,"[1.0875538e-15 1.3364039e-14 1.8717897e-13 ... 3.6870853e-15 1.2734433e-14
 1.2882173e-12]",0
980,981,"[1.1258667e-15 9.8888237e-14 1.1526632e-14 ... 3.5402127e-15 5.5057148e-17
 1.4216669e-14]",0
981,982,"[4.40201673e-16 8.66220520e-16 4.45147511e-17 ... 1.17440246e-14
 2.50032049e-17 4.88012442e-15]",0
982,983,"[1.0350458e-06 1.6550904e-06 8.0680285e-05 ... 8.4916060e-04 7.6386377e-06
 1.9208075e-05]",0
